time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2016-09-19T15:39:52.60Z,62.4116784,25.6508726,1429.284,-20.07,17.44,19.56,1.416,1.932,0.28,139.01687,0.51299,3,11
2016-09-19T15:39:52.80Z,62.4116427,25.6509392,1424.992,-19.85,17.26,20.37,1.415,1.931,0.28,138.98953,0.52068,3,11
2016-09-19T15:39:53.00Z,62.4116072,25.6510052,1420.523,-19.69,17.17,21.22,1.415,1.931,0.29,138.91262,0.53228,3,11
2016-09-19T15:39:53.20Z,62.4115721,25.6510709,1415.932,-19.46,17.06,21.97,1.414,1.930,0.29,138.76501,0.53440,3,11
2016-09-19T15:39:53.40Z,62.4115372,25.6511372,1411.157,-19.36,17.17,22.80,1.414,1.929,0.29,138.43518,0.53810,3,11
2016-09-19T15:39:53.60Z,62.4115025,25.6512041,1406.402,-19.25,17.23,23.09,1.413,1.928,0.29,138.17719,0.52466,3,11
2016-09-19T15:39:53.80Z,62.4114690,25.6512704,1401.702,-18.61,17.17,23.18,1.412,1.928,0.29,137.30929,0.51718,3,11
2016-09-19T15:39:54.00Z,62.4114359,25.6513358,1396.888,-18.37,16.96,23.57,1.410,1.927,0.28,137.29077,0.51898,3,11
2016-09-19T15:39:54.20Z,62.4114030,25.6513999,1391.961,-18.25,16.63,24.09,1.407,1.926,0.28,137.65832,0.52769,3,11
2016-09-19T15:39:54.40Z,62.4113710,25.6514598,1386.975,-17.82,15.57,24.45,1.405,1.925,0.28,138.85518,0.56337,3,11
2016-09-19T15:39:54.60Z,62.4113398,25.6515158,1381.952,-17.33,14.58,24.72,1.402,1.924,0.28,139.92694,0.59195,3,11
2016-09-19T15:39:54.80Z,62.4113104,25.6515650,1376.850,-16.39,12.92,25.01,1.400,1.925,0.29,141.75672,0.74089,3,11
2016-09-19T15:39:55.00Z,62.4112854,25.6516048,1371.741,-14.08,10.51,25.10,1.400,1.928,0.30,143.26402,1.18948,3,11
2016-09-19T15:39:55.20Z,62.4112590,25.6516495,1366.460,-14.63,11.81,25.77,1.404,1.934,0.32,141.09891,1.19116,3,11
2016-09-19T15:39:55.40Z,62.4112340,25.6516863,1361.221,-13.97,10.03,26.00,1.410,1.945,0.36,144.32018,1.38443,3,11
2016-09-19T15:39:55.60Z,62.4112109,25.6517188,1356.130,-12.92,8.35,25.69,1.414,1.956,0.38,147.14529,1.35196,3,11
2016-09-19T15:39:55.80Z,62.4111870,25.6517471,1351.239,-13.23,7.18,25.21,1.417,1.969,0.39,151.51282,1.33762,3,11
2016-09-19T15:39:56.00Z,62.4111645,25.6517748,1346.358,-12.45,7.05,24.94,1.419,1.986,0.44,150.48083,1.47978,3,11
2016-09-19T15:39:56.20Z,62.4111447,25.6517949,1341.218,-11.34,5.65,25.17,1.420,2.002,0.47,153.51382,1.37233,3,11
2016-09-19T15:39:56.40Z,62.4111261,25.6518102,1336.190,-10.57,4.27,25.24,1.422,2.016,0.49,158.01167,1.42212,3,11
2016-09-19T15:39:56.60Z,62.4111079,25.6518216,1331.459,-10.29,2.99,24.85,1.421,2.019,0.44,163.78768,1.39217,3,11
2016-09-19T15:39:56.80Z,62.4110903,25.6518296,1326.816,-9.77,2.07,24.26,1.422,2.030,0.45,168.01935,1.74095,3,11
2016-09-19T15:39:57.00Z,62.4110767,25.6518378,1322.067,-7.58,2.04,23.89,1.425,2.048,0.48,164.96266,2.53289,3,11
2016-09-19T15:39:57.20Z,62.4110643,25.6518386,1317.976,-7.20,0.15,22.94,1.429,2.065,0.52,178.83382,2.39672,3,11
2016-09-19T15:39:57.40Z,62.4110548,25.6518304,1314.113,-5.96,-2.08,22.07,1.434,2.083,0.54,199.23763,2.61591,3,11
2016-09-19T15:39:57.60Z,62.4110532,25.6518199,1311.569,-3.29,-2.93,20.11,1.435,2.088,0.51,221.68385,4.23424,3,11
2016-09-19T15:39:57.80Z,62.4110523,25.6518067,1309.281,-2.51,-3.68,18.24,1.436,2.091,0.55,235.64234,4.73629,3,11
2016-09-19T15:39:58.00Z,62.4110578,25.6517986,1308.079,0.28,-2.71,15.57,1.430,2.077,0.50,275.91047,6.98408,3,11
2016-09-19T15:39:58.20Z,62.4110629,25.6517889,1305.891,1.99,-2.62,14.38,1.427,2.068,0.44,307.12267,6.56544,3,11
2016-09-19T15:39:58.40Z,62.4110689,25.6517797,1303.473,3.08,-2.55,13.74,1.425,2.064,0.39,320.36261,4.05110,3,11
2016-09-19T15:39:58.60Z,62.4110764,25.6517718,1301.129,3.99,-2.06,13.07,1.423,2.060,0.36,332.68017,3.35259,3,11
2016-09-19T15:39:58.80Z,62.4110847,25.6517660,1298.833,4.63,-1.53,12.51,1.422,2.056,0.34,341.70120,3.47753,3,11
2016-09-19T15:39:59.00Z,62.4110945,25.6517637,1296.534,5.41,-0.60,12.14,1.422,2.053,0.34,353.71151,3.31597,3,11
2016-09-19T15:39:59.20Z,62.4111056,25.6517645,1294.432,6.19,0.06,11.66,1.422,2.047,0.34,0.53365,2.80306,3,11
2016-09-19T15:39:59.40Z,62.4111184,25.6517678,1292.401,7.05,0.79,11.16,1.420,2.040,0.30,6.35389,2.31518,3,11
2016-09-19T15:39:59.60Z,62.4111316,25.6517730,1290.401,7.56,1.32,10.63,1.419,2.036,0.33,9.88441,2.18502,3,11
2016-09-19T15:39:59.80Z,62.4111459,25.6517802,1288.534,8.06,1.80,10.04,1.418,2.032,0.33,12.57138,2.01870,3,11
2016-09-19T15:40:00.00Z,62.4111608,25.6517897,1286.814,8.41,2.42,9.48,1.418,2.031,0.33,16.03562,1.86969,3,11
2016-09-19T15:40:00.20Z,62.4111754,25.6517999,1285.242,8.33,2.62,8.88,1.418,2.030,0.33,17.49815,1.79748,3,11
2016-09-19T15:40:00.40Z,62.4111902,25.6518113,1283.811,8.32,2.87,8.21,1.417,2.028,0.28,19.01987,1.77116,3,11
2016-09-19T15:40:00.60Z,62.4112053,25.6518240,1282.509,8.47,3.20,7.60,1.417,2.027,0.28,20.72321,1.78754,3,11
2016-09-19T15:40:00.80Z,62.4112202,25.6518367,1281.327,8.34,3.20,6.98,1.415,2.027,0.26,20.97744,1.64674,3,11
2016-09-19T15:40:01.00Z,62.4112349,25.6518498,1280.259,8.21,3.33,6.37,1.414,2.027,0.25,22.03904,1.65967,3,11
2016-09-19T15:40:01.20Z,62.4112498,25.6518628,1279.267,8.25,3.37,5.88,1.412,2.026,0.25,22.22028,1.58738,3,11
2016-09-19T15:40:01.40Z,62.4112643,25.6518759,1278.367,8.02,3.33,5.38,1.411,2.025,0.26,22.52683,1.78268,3,11
2016-09-19T15:40:01.60Z,62.4112783,25.6518887,1277.521,7.70,3.24,4.98,1.410,2.024,0.26,22.82543,1.86216,3,11
2016-09-19T15:40:01.80Z,62.4112916,25.6519010,1276.711,7.37,3.13,4.69,1.409,2.023,0.26,23.02678,1.94147,3,11
2016-09-19T15:40:02.00Z,62.4113044,25.6519133,1275.908,7.18,3.14,4.42,1.407,2.021,0.26,23.63153,1.88658,3,11
2016-09-19T15:40:02.20Z,62.4113171,25.6519259,1275.091,7.14,3.27,4.25,1.406,2.020,0.26,24.56863,1.91782,3,11
2016-09-19T15:40:02.40Z,62.4113291,25.6519376,1274.283,6.75,3.04,4.10,1.406,2.019,0.26,24.20649,2.14343,3,11
2016-09-19T15:40:02.60Z,62.4113406,25.6519495,1273.481,6.42,3.08,4.08,1.407,2.018,0.27,25.63850,2.76632,3,11
2016-09-19T15:40:02.80Z,62.4113516,25.6519626,1272.701,6.14,3.39,4.03,1.408,2.017,0.29,28.89741,2.90931,3,11
2016-09-19T15:40:03.00Z,62.4113626,25.6519756,1271.895,6.10,3.39,4.10,1.410,2.015,0.28,29.04719,2.88546,3,11
2016-09-19T15:40:03.20Z,62.4113733,25.6519895,1271.041,5.96,3.51,4.16,1.409,2.015,0.27,30.48500,2.26063,3,11
2016-09-19T15:40:03.40Z,62.4113838,25.6520022,1270.184,5.91,3.30,4.21,1.409,2.014,0.26,29.83244,2.31641,3,11
2016-09-19T15:40:03.60Z,62.4113944,25.6520152,1269.325,5.90,3.33,4.28,1.408,2.011,0.26,29.46771,2.25736,3,11
2016-09-19T15:40:03.80Z,62.4114045,25.6520270,1268.387,5.65,3.10,4.45,1.407,2.010,0.26,29.12366,2.41362,3,11
2016-09-19T15:40:04.00Z,62.4114146,25.6520401,1267.493,5.65,3.39,4.52,1.410,2.011,0.28,29.85965,2.94676,3,11
2016-09-19T15:40:04.20Z,62.4114244,25.6520548,1266.486,5.51,3.71,4.66,1.413,2.013,0.29,33.96992,2.93885,3,11
2016-09-19T15:40:04.40Z,62.4114334,25.6520680,1265.529,5.07,3.45,4.69,1.415,2.014,0.29,34.09553,3.08004,3,11
2016-09-19T15:40:04.60Z,62.4114419,25.6520811,1264.550,4.83,3.37,4.82,1.416,2.015,0.29,34.49953,3.06952,3,11
2016-09-19T15:40:04.80Z,62.4114500,25.6520947,1263.520,4.64,3.53,4.99,1.416,2.016,0.27,35.94378,2.90911,3,11
2016-09-19T15:40:05.00Z,62.4114579,25.6521089,1262.510,4.46,3.66,5.07,1.417,2.016,0.28,37.65377,2.95601,3,11
2016-09-19T15:40:05.20Z,62.4114656,25.6521247,1261.478,4.34,3.99,5.11,1.419,2.019,0.32,39.82784,3.35933,3,11
2016-09-19T15:40:05.40Z,62.4114734,25.6521402,1260.453,4.38,4.00,5.10,1.420,2.023,0.33,41.30857,2.91466,3,11
2016-09-19T15:40:05.60Z,62.4114811,25.6521566,1259.430,4.30,4.20,5.09,1.421,2.029,0.34,42.82069,2.93673,3,11
2016-09-19T15:40:05.80Z,62.4114886,25.6521739,1258.396,4.26,4.43,5.10,1.421,2.035,0.31,44.76565,2.48282,3,11
2016-09-19T15:40:06.00Z,62.4114955,25.6521930,1257.429,3.87,4.85,4.99,1.421,2.042,0.32,48.19015,2.42722,3,11
2016-09-19T15:40:06.20Z,62.4115018,25.6522132,1256.475,3.51,5.21,4.91,1.422,2.048,0.33,52.23840,2.38321,3,11
2016-09-19T15:40:06.40Z,62.4115071,25.6522352,1255.424,3.02,5.68,5.03,1.421,2.054,0.32,62.00033,2.11176,3,11
2016-09-19T15:40:06.60Z,62.4115108,25.6522583,1254.475,2.24,5.90,5.03,1.420,2.057,0.32,69.26110,2.10824,3,11
2016-09-19T15:40:06.80Z,62.4115138,25.6522821,1253.444,1.63,6.31,5.11,1.416,2.060,0.28,75.52639,1.90369,3,11
2016-09-19T15:40:07.00Z,62.4115153,25.6523079,1252.416,0.94,6.63,5.13,1.412,2.061,0.28,81.95174,1.83717,3,11
2016-09-19T15:40:07.20Z,62.4115157,25.6523341,1251.414,0.26,6.82,5.09,1.409,2.063,0.27,87.81701,1.83206,3,11
2016-09-19T15:40:07.40Z,62.4115148,25.6523610,1250.448,-0.55,7.04,5.01,1.405,2.065,0.26,94.44164,1.78408,3,11
2016-09-19T15:40:07.60Z,62.4115120,25.6523885,1249.518,-1.49,7.09,4.93,1.402,2.067,0.26,101.86675,1.86192,3,11
2016-09-19T15:40:07.80Z,62.4115079,25.6524169,1248.576,-2.22,7.30,4.83,1.400,2.070,0.25,106.88138,1.82147,3,11
2016-09-19T15:40:08.00Z,62.4115028,25.6524454,1247.668,-2.87,7.38,4.71,1.398,2.075,0.25,111.28671,2.02987,3,11
2016-09-19T15:40:08.20Z,62.4114968,25.6524737,1246.793,-3.39,7.39,4.61,1.395,2.081,0.25,114.67101,2.02027,3,11
2016-09-19T15:40:08.40Z,62.4114895,25.6525018,1245.961,-4.16,7.42,4.44,1.392,2.086,0.25,119.24920,1.92863,3,11
2016-09-19T15:40:08.60Z,62.4114810,25.6525300,1245.145,-4.70,7.37,4.37,1.389,2.086,0.24,122.54990,1.66269,3,11
2016-09-19T15:40:08.80Z,62.4114716,25.6525578,1244.326,-5.25,7.17,4.24,1.386,2.085,0.24,126.22857,1.64590,3,11
2016-09-19T15:40:09.00Z,62.4114610,25.6525858,1243.548,-5.72,7.07,4.17,1.383,2.084,0.23,128.96283,1.59361,3,11
2016-09-19T15:40:09.20Z,62.4114499,25.6526124,1242.808,-6.13,6.83,4.08,1.380,2.083,0.23,131.90175,1.76673,3,11
2016-09-19T15:40:09.40Z,62.4114383,25.6526387,1242.061,-6.46,6.83,3.97,1.379,2.083,0.24,133.42236,1.72626,3,11
2016-09-19T15:40:09.60Z,62.4114260,25.6526638,1241.327,-6.90,6.60,3.91,1.378,2.083,0.23,136.26670,1.70996,3,11
2016-09-19T15:40:09.80Z,62.4114129,25.6526884,1240.588,-7.23,6.41,3.89,1.376,2.083,0.23,138.42820,1.69957,3,11
2016-09-19T15:40:10.00Z,62.4113996,25.6527119,1239.815,-7.48,6.17,3.85,1.375,2.083,0.23,140.49393,1.69617,3,11
2016-09-19T15:40:10.20Z,62.4113860,25.6527355,1239.022,-7.64,6.24,3.93,1.374,2.084,0.23,140.74839,1.67372,3,11
2016-09-19T15:40:10.40Z,62.4113719,25.6527592,1238.183,-7.84,6.18,4.07,1.372,2.084,0.23,141.76503,1.65444,3,11
2016-09-19T15:40:10.60Z,62.4113575,25.6527820,1237.283,-8.01,6.02,4.32,1.371,2.084,0.23,143.05064,1.64325,3,11
2016-09-19T15:40:10.80Z,62.4113428,25.6528046,1236.318,-8.19,6.06,4.62,1.369,2.083,0.23,143.50024,1.48869,3,11
2016-09-19T15:40:11.00Z,62.4113276,25.6528274,1235.253,-8.50,6.08,4.93,1.367,2.083,0.24,144.42426,1.32158,3,11
2016-09-19T15:40:11.20Z,62.4113120,25.6528512,1234.114,-8.62,6.27,5.30,1.365,2.082,0.24,143.96174,1.29451,3,11
2016-09-19T15:40:11.40Z,62.4112968,25.6528755,1232.946,-8.37,6.34,5.57,1.364,2.080,0.26,142.86061,1.35223,3,11
2016-09-19T15:40:11.60Z,62.4112817,25.6528998,1231.684,-8.39,6.38,5.83,1.363,2.079,0.28,142.74997,1.29400,3,11
2016-09-19T15:40:11.80Z,62.4112664,25.6529256,1230.394,-8.42,6.66,6.02,1.362,2.078,0.28,141.63908,1.25687,3,11
2016-09-19T15:40:12.00Z,62.4112508,25.6529528,1229.117,-8.61,7.04,6.18,1.362,2.076,0.28,140.73088,1.20827,3,11
2016-09-19T15:40:12.20Z,62.4112356,25.6529807,1227.823,-8.47,7.15,6.28,1.361,2.075,0.28,139.81682,1.20266,3,11
2016-09-19T15:40:12.40Z,62.4112204,25.6530086,1226.503,-8.43,7.18,6.43,1.360,2.074,0.28,139.55901,1.20285,3,11
2016-09-19T15:40:12.60Z,62.4112055,25.6530380,1225.210,-8.31,7.59,6.51,1.359,2.072,0.27,137.58529,1.17309,3,11
2016-09-19T15:40:12.80Z,62.4111912,25.6530682,1223.896,-7.98,7.81,6.54,1.358,2.070,0.27,135.62129,1.19191,3,11
2016-09-19T15:40:13.00Z,62.4111765,25.6530995,1222.583,-8.17,8.06,6.59,1.357,2.068,0.27,135.36652,1.15880,3,11
2016-09-19T15:40:13.20Z,62.4111616,25.6531312,1221.281,-8.36,8.22,6.51,1.356,2.066,0.26,135.47930,1.14308,3,11
2016-09-19T15:40:13.40Z,62.4111468,25.6531645,1220.037,-8.30,8.62,6.37,1.356,2.064,0.26,133.92438,1.18236,3,11
2016-09-19T15:40:13.60Z,62.4111323,25.6531988,1218.809,-8.07,8.87,6.23,1.355,2.063,0.26,132.27902,1.17388,3,11
2016-09-19T15:40:13.80Z,62.4111177,25.6532320,1217.650,-8.16,8.64,6.05,1.355,2.062,0.26,133.34256,1.20891,3,11
2016-09-19T15:40:14.00Z,62.4111030,25.6532658,1216.502,-8.25,8.78,5.89,1.354,2.061,0.26,133.20048,1.18938,3,11
2016-09-19T15:40:14.20Z,62.4110880,25.6532999,1215.388,-8.38,8.87,5.78,1.354,2.060,0.26,133.38596,1.17369,3,11
2016-09-19T15:40:14.40Z,62.4110732,25.6533347,1214.305,-8.33,9.02,5.61,1.354,2.059,0.26,132.71828,1.19050,3,11
2016-09-19T15:40:14.60Z,62.4110580,25.6533691,1213.288,-8.50,8.90,5.31,1.353,2.058,0.26,133.66634,1.18689,3,11
2016-09-19T15:40:14.80Z,62.4110429,25.6534030,1212.283,-8.48,8.84,5.20,1.352,2.056,0.24,133.78703,1.16079,3,11
2016-09-19T15:40:15.00Z,62.4110275,25.6534377,1211.285,-8.60,9.02,5.11,1.352,2.054,0.25,133.64277,1.12871,3,11
2016-09-19T15:40:15.20Z,62.4110119,25.6534716,1210.346,-8.71,8.80,4.97,1.352,2.051,0.27,134.73371,1.17373,3,11
2016-09-19T15:40:15.40Z,62.4109968,25.6535055,1209.435,-8.50,8.72,4.83,1.352,2.049,0.26,134.26374,1.18008,3,11
2016-09-19T15:40:15.60Z,62.4109817,25.6535392,1208.543,-8.42,8.71,4.74,1.352,2.046,0.27,134.04891,1.19702,3,11
2016-09-19T15:40:15.80Z,62.4109661,25.6535725,1207.658,-8.72,8.59,4.64,1.352,2.044,0.27,135.43802,1.19194,3,11
2016-09-19T15:40:16.00Z,62.4109502,25.6536054,1206.770,-8.86,8.51,4.57,1.353,2.042,0.30,136.14951,1.17491,3,11
2016-09-19T15:40:16.20Z,62.4109343,25.6536375,1205.912,-8.94,8.32,4.52,1.354,2.039,0.30,137.06350,1.18669,3,11
2016-09-19T15:40:16.40Z,62.4109181,25.6536696,1205.050,-9.01,8.28,4.46,1.354,2.037,0.30,137.41213,1.19544,3,11
2016-09-19T15:40:16.60Z,62.4109017,25.6537003,1204.201,-9.17,7.97,4.41,1.355,2.036,0.27,139.00737,1.21201,3,11
2016-09-19T15:40:16.80Z,62.4108847,25.6537307,1203.374,-9.46,7.86,4.37,1.355,2.033,0.27,140.27998,1.18846,3,11
2016-09-19T15:40:17.00Z,62.4108672,25.6537603,1202.511,-9.70,7.67,4.40,1.355,2.031,0.27,141.66139,1.19972,3,11
2016-09-19T15:40:17.20Z,62.4108497,25.6537895,1201.638,-9.78,7.60,4.44,1.355,2.030,0.26,142.16164,1.21823,3,11
2016-09-19T15:40:17.40Z,62.4108317,25.6538183,1200.722,-9.99,7.50,4.53,1.355,2.028,0.26,143.09337,1.21222,3,11
2016-09-19T15:40:17.60Z,62.4108130,25.6538458,1199.817,-10.36,7.19,4.59,1.355,2.026,0.26,145.23228,1.21078,3,11
2016-09-19T15:40:17.80Z,62.4107940,25.6538723,1198.910,-10.57,6.92,4.61,1.355,2.024,0.25,146.79878,1.21803,3,11
2016-09-19T15:40:18.00Z,62.4107747,25.6538993,1197.958,-10.66,7.02,4.70,1.354,2.023,0.25,146.65097,1.20881,3,11
2016-09-19T15:40:18.20Z,62.4107553,25.6539270,1197.024,-10.79,7.17,4.70,1.353,2.023,0.23,146.39546,1.12213,3,11
2016-09-19T15:40:18.40Z,62.4107352,25.6539547,1196.090,-11.23,7.24,4.72,1.352,2.022,0.23,147.17989,1.07712,3,11
2016-09-19T15:40:18.60Z,62.4107146,25.6539815,1195.140,-11.45,6.94,4.71,1.352,2.022,0.25,148.79344,1.15342,3,11
2016-09-19T15:40:18.80Z,62.4106936,25.6540075,1194.214,-11.68,6.73,4.70,1.351,2.021,0.24,150.02880,1.02478,3,11
2016-09-19T15:40:19.00Z,62.4106724,25.6540327,1193.305,-11.84,6.45,4.68,1.351,2.020,0.25,151.39986,1.06609,3,11
2016-09-19T15:40:19.20Z,62.4106512,25.6540576,1192.356,-11.78,6.39,4.73,1.350,2.019,0.25,151.52021,1.07304,3,11
2016-09-19T15:40:19.40Z,62.4106296,25.6540826,1191.409,-11.97,6.47,4.78,1.350,2.018,0.25,151.58768,1.05633,3,11
2016-09-19T15:40:19.60Z,62.4106076,25.6541075,1190.440,-12.23,6.41,4.85,1.350,2.018,0.25,152.34919,1.04309,3,11
2016-09-19T15:40:19.80Z,62.4105849,25.6541331,1189.438,-12.59,6.60,4.97,1.349,2.017,0.25,152.32306,1.00844,3,11
2016-09-19T15:40:20.00Z,62.4105621,25.6541579,1188.468,-12.67,6.35,4.92,1.349,2.015,0.25,153.37965,1.00575,3,11
2016-09-19T15:40:20.20Z,62.4105393,25.6541816,1187.478,-12.77,6.08,4.92,1.348,2.014,0.26,154.52095,1.00462,3,11
2016-09-19T15:40:20.40Z,62.4105163,25.6542051,1186.475,-12.80,6.05,5.00,1.348,2.012,0.26,154.71496,1.00024,3,11
2016-09-19T15:40:20.60Z,62.4104931,25.6542288,1185.455,-12.92,6.08,5.03,1.347,2.011,0.26,154.80607,0.99017,3,11
2016-09-19T15:40:20.80Z,62.4104699,25.6542522,1184.470,-12.95,6.02,5.01,1.347,2.010,0.26,155.05185,0.98639,3,11
2016-09-19T15:40:21.00Z,62.4104463,25.6542753,1183.433,-13.19,5.97,5.05,1.346,2.008,0.26,155.65841,0.97504,3,11
2016-09-19T15:40:21.20Z,62.4104222,25.6542979,1182.411,-13.42,5.86,5.12,1.346,2.007,0.26,156.41288,0.96090,3,11
2016-09-19T15:40:21.40Z,62.4103982,25.6543207,1181.411,-13.37,5.93,5.08,1.345,2.006,0.26,156.09140,0.96284,3,11
2016-09-19T15:40:21.60Z,62.4103739,25.6543436,1180.402,-13.46,5.95,5.05,1.345,2.005,0.26,156.16938,0.97023,3,11
2016-09-19T15:40:21.80Z,62.4103499,25.6543650,1179.395,-13.37,5.58,5.05,1.344,2.005,0.26,157.34113,0.99496,3,11
2016-09-19T15:40:22.00Z,62.4103262,25.6543846,1178.400,-13.21,5.15,5.21,1.343,2.006,0.25,158.69583,0.98517,3,11
2016-09-19T15:40:22.20Z,62.4103018,25.6544057,1177.316,-13.53,5.49,5.38,1.343,2.009,0.27,157.93182,0.99687,3,11
2016-09-19T15:40:22.40Z,62.4102766,25.6544276,1176.290,-14.00,5.69,5.27,1.344,2.012,0.28,157.86457,0.99422,3,11
2016-09-19T15:40:22.60Z,62.4102515,25.6544499,1175.251,-13.99,5.77,5.22,1.345,2.015,0.30,157.59007,1.03185,3,11
2016-09-19T15:40:22.80Z,62.4102264,25.6544720,1174.244,-13.97,5.73,5.13,1.347,2.020,0.31,157.67471,1.04222,3,11
2016-09-19T15:40:23.00Z,62.4102009,25.6544936,1173.254,-14.17,5.60,5.08,1.349,2.024,0.31,158.43478,1.04344,3,11
2016-09-19T15:40:23.20Z,62.4101752,25.6545152,1172.225,-14.33,5.62,5.15,1.351,2.029,0.31,158.58768,1.04449,3,11
2016-09-19T15:40:23.40Z,62.4101492,25.6545369,1171.199,-14.48,5.62,5.17,1.353,2.035,0.35,158.77173,1.12147,3,11
2016-09-19T15:40:23.60Z,62.4101231,25.6545586,1170.215,-14.55,5.61,5.10,1.357,2.042,0.35,158.90083,1.13208,3,11
2016-09-19T15:40:23.80Z,62.4100970,25.6545800,1169.231,-14.55,5.57,5.08,1.360,2.050,0.34,159.05507,1.11746,3,11
2016-09-19T15:40:24.00Z,62.4100707,25.6546008,1168.205,-14.64,5.43,5.15,1.361,2.058,0.30,159.64641,1.04924,3,11
2016-09-19T15:40:24.20Z,62.4100442,25.6546211,1167.202,-14.75,5.29,5.12,1.363,2.068,0.29,160.28852,1.11321,3,11
2016-09-19T15:40:24.40Z,62.4100172,25.6546398,1166.174,-14.99,4.91,5.18,1.365,2.077,0.29,161.85092,1.09221,3,11
2016-09-19T15:40:24.60Z,62.4099906,25.6546604,1165.130,-14.80,5.33,5.18,1.367,2.085,0.29,160.19008,1.06562,3,11
2016-09-19T15:40:24.80Z,62.4099639,25.6546808,1164.062,-14.88,5.32,5.22,1.367,2.086,0.27,160.33782,0.95630,3,11
2016-09-19T15:40:25.00Z,62.4099373,25.6547013,1163.015,-14.84,5.33,5.23,1.368,2.087,0.26,160.22729,0.95014,3,11
2016-09-19T15:40:25.20Z,62.4099106,25.6547214,1162.023,-14.89,5.30,5.21,1.368,2.089,0.26,160.40239,0.94760,3,11
2016-09-19T15:40:25.40Z,62.4098852,25.6547437,1161.040,-14.17,5.75,5.21,1.369,2.093,0.27,157.91806,1.00144,3,11
2016-09-19T15:40:25.60Z,62.4098583,25.6547643,1160.036,-14.92,5.34,5.15,1.371,2.101,0.32,160.30964,1.08170,3,11
2016-09-19T15:40:25.80Z,62.4098314,25.6547850,1158.983,-14.92,5.34,5.15,1.374,2.109,0.31,160.30297,1.12771,3,11
2016-09-19T15:40:26.00Z,62.4098050,25.6548054,1157.858,-14.75,5.32,5.40,1.376,2.118,0.31,160.18013,1.13344,3,11
2016-09-19T15:40:26.20Z,62.4097780,25.6548270,1156.690,-14.99,5.61,5.50,1.378,2.123,0.29,159.49671,1.05494,3,11
2016-09-19T15:40:26.40Z,62.4097511,25.6548485,1155.434,-14.99,5.66,5.86,1.379,2.126,0.28,159.30833,0.95649,3,11
2016-09-19T15:40:26.60Z,62.4097235,25.6548713,1154.011,-15.32,5.98,6.29,1.378,2.127,0.26,158.66325,0.88750,3,11
2016-09-19T15:40:26.80Z,62.4096963,25.6548935,1152.636,-15.12,5.78,6.49,1.377,2.129,0.25,159.07582,0.89691,3,11
2016-09-19T15:40:27.00Z,62.4096696,25.6549159,1151.391,-14.94,5.83,6.37,1.375,2.131,0.25,158.67354,0.90830,3,11
2016-09-19T15:40:27.20Z,62.4096428,25.6549382,1150.244,-14.89,5.72,6.07,1.374,2.134,0.25,158.98147,0.91572,3,11
2016-09-19T15:40:27.40Z,62.4096167,25.6549605,1149.341,-14.56,5.63,5.43,1.373,2.137,0.25,158.86128,0.95472,3,11
2016-09-19T15:40:27.60Z,62.4095915,25.6549835,1148.709,-14.13,5.79,4.49,1.372,2.137,0.25,157.70130,0.97449,3,11
2016-09-19T15:40:27.80Z,62.4095672,25.6550079,1148.127,-13.62,6.13,3.84,1.371,2.139,0.25,155.74831,0.99243,3,11
2016-09-19T15:40:28.00Z,62.4095436,25.6550319,1147.508,-13.26,6.22,3.59,1.371,2.138,0.25,154.86131,0.99393,3,11
2016-09-19T15:40:28.20Z,62.4095203,25.6550568,1146.865,-13.01,6.45,3.50,1.370,2.137,0.26,153.62698,0.99973,3,11
2016-09-19T15:40:28.40Z,62.4094973,25.6550818,1146.090,-12.82,6.55,3.71,1.370,2.137,0.26,152.93971,1.01263,3,11
2016-09-19T15:40:28.60Z,62.4094748,25.6551076,1145.250,-12.52,6.70,4.04,1.369,2.137,0.25,151.84602,1.01976,3,11
2016-09-19T15:40:28.80Z,62.4094526,25.6551342,1144.328,-12.37,6.89,4.30,1.368,2.135,0.25,150.86974,1.01779,3,11
2016-09-19T15:40:29.00Z,62.4094311,25.6551584,1143.366,-12.00,6.42,4.58,1.366,2.134,0.25,151.87132,1.06048,3,11
2016-09-19T15:40:29.20Z,62.4094099,25.6551844,1142.346,-11.79,6.75,4.84,1.365,2.134,0.24,150.22779,1.01889,3,11
2016-09-19T15:40:29.40Z,62.4093887,25.6552108,1141.267,-11.83,6.96,5.11,1.363,2.133,0.24,149.53729,1.05059,3,11
2016-09-19T15:40:29.60Z,62.4093672,25.6552383,1140.134,-11.95,7.16,5.33,1.362,2.133,0.24,149.07819,1.03469,3,11
2016-09-19T15:40:29.80Z,62.4093456,25.6552660,1138.956,-12.05,7.24,5.51,1.360,2.133,0.24,148.99783,1.02534,3,11
2016-09-19T15:40:30.00Z,62.4093241,25.6552936,1137.736,-12.00,7.22,5.68,1.358,2.133,0.24,148.95461,1.02895,3,11
2016-09-19T15:40:30.20Z,62.4093023,25.6553213,1136.513,-12.13,7.25,5.86,1.357,2.134,0.24,149.15350,1.01711,3,11
2016-09-19T15:40:30.40Z,62.4092799,25.6553499,1135.215,-12.47,7.44,6.07,1.356,2.134,0.24,149.18199,0.99197,3,11
